Sample Name	Protocol REF	Parameter Value[Organism part]	Term Source REF	Term Accession Number	Parameter Value[Trait Definition File]	Assay Name	Raw Data File	Protocol REF	Derived Data File
sample394	Phenotyping				tdf.txt	assay617		Data transformation	d_data.txt
sample395	Phenotyping				tdf.txt	assay333		Data transformation	d_data.txt
sample396	Phenotyping				tdf.txt	assay1059		Data transformation	d_data.txt
sample397	Phenotyping				tdf.txt	assay1169		Data transformation	d_data.txt
sample398	Phenotyping				tdf.txt	assay334		Data transformation	d_data.txt
sample399	Phenotyping				tdf.txt	assay50		Data transformation	d_data.txt
sample400	Phenotyping				tdf.txt	assay239		Data transformation	d_data.txt
sample401	Phenotyping				tdf.txt	assay618		Data transformation	d_data.txt
sample402	Phenotyping				tdf.txt	assay1060		Data transformation	d_data.txt
sample403	Phenotyping				tdf.txt	assay893		Data transformation	d_data.txt
sample404	Phenotyping				tdf.txt	assay790		Data transformation	d_data.txt
sample405	Phenotyping				tdf.txt	assay437		Data transformation	d_data.txt
sample406	Phenotyping				tdf.txt	assay1170		Data transformation	d_data.txt
sample407	Phenotyping				tdf.txt	assay619		Data transformation	d_data.txt
sample408	Phenotyping				tdf.txt	assay791		Data transformation	d_data.txt
sample409	Phenotyping				tdf.txt	assay335		Data transformation	d_data.txt
sample410	Phenotyping				tdf.txt	assay240		Data transformation	d_data.txt
sample411	Phenotyping				tdf.txt	assay51		Data transformation	d_data.txt
sample412	Phenotyping				tdf.txt	assay1171		Data transformation	d_data.txt
sample413	Phenotyping				tdf.txt	assay438		Data transformation	d_data.txt
sample414	Phenotyping				tdf.txt	assay894		Data transformation	d_data.txt
sample415	Phenotyping				tdf.txt	assay1061		Data transformation	d_data.txt
sample416	Phenotyping				tdf.txt	assay439		Data transformation	d_data.txt
sample417	Phenotyping				tdf.txt	assay895		Data transformation	d_data.txt
sample418	Phenotyping				tdf.txt	assay620		Data transformation	d_data.txt
sample419	Phenotyping				tdf.txt	assay336		Data transformation	d_data.txt
sample420	Phenotyping				tdf.txt	assay52		Data transformation	d_data.txt
sample421	Phenotyping				tdf.txt	assay1062		Data transformation	d_data.txt
sample422	Phenotyping				tdf.txt	assay241		Data transformation	d_data.txt
sample423	Phenotyping				tdf.txt	assay792		Data transformation	d_data.txt
sample424	Phenotyping				tdf.txt	assay1172		Data transformation	d_data.txt
sample425	Phenotyping				tdf.txt	assay896		Data transformation	d_data.txt
sample426	Phenotyping				tdf.txt	assay440		Data transformation	d_data.txt
sample427	Phenotyping				tdf.txt	assay1173		Data transformation	d_data.txt
sample428	Phenotyping				tdf.txt	assay242		Data transformation	d_data.txt
sample429	Phenotyping				tdf.txt	assay53		Data transformation	d_data.txt
sample430	Phenotyping				tdf.txt	assay337		Data transformation	d_data.txt
sample431	Phenotyping				tdf.txt	assay1063		Data transformation	d_data.txt
sample432	Phenotyping				tdf.txt	assay793		Data transformation	d_data.txt
sample433	Phenotyping				tdf.txt	assay621		Data transformation	d_data.txt
sample434	Phenotyping				tdf.txt	assay1174		Data transformation	d_data.txt
sample435	Phenotyping				tdf.txt	assay243		Data transformation	d_data.txt
sample436	Phenotyping				tdf.txt	assay1064		Data transformation	d_data.txt
sample437	Phenotyping				tdf.txt	assay441		Data transformation	d_data.txt
sample438	Phenotyping				tdf.txt	assay897		Data transformation	d_data.txt
sample439	Phenotyping				tdf.txt	assay622		Data transformation	d_data.txt
sample440	Phenotyping				tdf.txt	assay338		Data transformation	d_data.txt
sample441	Phenotyping				tdf.txt	assay794		Data transformation	d_data.txt
sample442	Phenotyping				tdf.txt	assay54		Data transformation	d_data.txt
sample443	Phenotyping				tdf.txt	assay1065		Data transformation	d_data.txt
sample444	Phenotyping				tdf.txt	assay1175		Data transformation	d_data.txt
sample445	Phenotyping				tdf.txt	assay442		Data transformation	d_data.txt
sample446	Phenotyping				tdf.txt	assay795		Data transformation	d_data.txt
sample447	Phenotyping				tdf.txt	assay339		Data transformation	d_data.txt
sample448	Phenotyping				tdf.txt	assay898		Data transformation	d_data.txt
sample449	Phenotyping				tdf.txt	assay244		Data transformation	d_data.txt
sample450	Phenotyping				tdf.txt	assay55		Data transformation	d_data.txt
sample451	Phenotyping				tdf.txt	assay623		Data transformation	d_data.txt
sample452	Phenotyping				tdf.txt	assay1066		Data transformation	d_data.txt
sample453	Phenotyping				tdf.txt	assay1176		Data transformation	d_data.txt
sample454	Phenotyping				tdf.txt	assay340		Data transformation	d_data.txt
sample455	Phenotyping				tdf.txt	assay245		Data transformation	d_data.txt
sample456	Phenotyping				tdf.txt	assay899		Data transformation	d_data.txt
sample457	Phenotyping				tdf.txt	assay624		Data transformation	d_data.txt
sample458	Phenotyping				tdf.txt	assay796		Data transformation	d_data.txt
sample459	Phenotyping				tdf.txt	assay56		Data transformation	d_data.txt
sample460	Phenotyping				tdf.txt	assay443		Data transformation	d_data.txt
sample461	Phenotyping				tdf.txt	assay625		Data transformation	d_data.txt
sample462	Phenotyping				tdf.txt	assay1177		Data transformation	d_data.txt
sample463	Phenotyping				tdf.txt	assay797		Data transformation	d_data.txt
sample464	Phenotyping				tdf.txt	assay900		Data transformation	d_data.txt
sample465	Phenotyping				tdf.txt	assay246		Data transformation	d_data.txt
sample466	Phenotyping				tdf.txt	assay341		Data transformation	d_data.txt
sample467	Phenotyping				tdf.txt	assay1067		Data transformation	d_data.txt
sample468	Phenotyping				tdf.txt	assay57		Data transformation	d_data.txt
sample469	Phenotyping				tdf.txt	assay444		Data transformation	d_data.txt
sample470	Phenotyping				tdf.txt	assay445		Data transformation	d_data.txt
sample471	Phenotyping				tdf.txt	assay901		Data transformation	d_data.txt
sample472	Phenotyping				tdf.txt	assay58		Data transformation	d_data.txt
sample473	Phenotyping				tdf.txt	assay626		Data transformation	d_data.txt
sample474	Phenotyping				tdf.txt	assay446		Data transformation	d_data.txt
sample475	Phenotyping				tdf.txt	assay798		Data transformation	d_data.txt
sample476	Phenotyping				tdf.txt	assay342		Data transformation	d_data.txt
sample477	Phenotyping				tdf.txt	assay1068		Data transformation	d_data.txt
sample478	Phenotyping				tdf.txt	assay902		Data transformation	d_data.txt
sample479	Phenotyping				tdf.txt	assay1178		Data transformation	d_data.txt
sample480	Phenotyping				tdf.txt	assay59		Data transformation	d_data.txt
sample481	Phenotyping				tdf.txt	assay627		Data transformation	d_data.txt
sample482	Phenotyping				tdf.txt	assay247		Data transformation	d_data.txt
sample483	Phenotyping				tdf.txt	assay447		Data transformation	d_data.txt
sample484	Phenotyping				tdf.txt	assay628		Data transformation	d_data.txt
sample485	Phenotyping				tdf.txt	assay343		Data transformation	d_data.txt
sample486	Phenotyping				tdf.txt	assay248		Data transformation	d_data.txt
sample487	Phenotyping				tdf.txt	assay60		Data transformation	d_data.txt
sample488	Phenotyping				tdf.txt	assay1069		Data transformation	d_data.txt
sample489	Phenotyping				tdf.txt	assay1179		Data transformation	d_data.txt
sample490	Phenotyping				tdf.txt	assay903		Data transformation	d_data.txt
sample491	Phenotyping				tdf.txt	assay799		Data transformation	d_data.txt
sample492	Phenotyping				tdf.txt	assay904		Data transformation	d_data.txt
sample493	Phenotyping				tdf.txt	assay629		Data transformation	d_data.txt
sample494	Phenotyping				tdf.txt	assay249		Data transformation	d_data.txt
sample495	Phenotyping				tdf.txt	assay61		Data transformation	d_data.txt
sample496	Phenotyping				tdf.txt	assay1070		Data transformation	d_data.txt
sample497	Phenotyping				tdf.txt	assay1180		Data transformation	d_data.txt
sample498	Phenotyping				tdf.txt	assay344		Data transformation	d_data.txt
sample499	Phenotyping				tdf.txt	assay448		Data transformation	d_data.txt
sample500	Phenotyping				tdf.txt	assay800		Data transformation	d_data.txt
sample501	Phenotyping				tdf.txt	assay801		Data transformation	d_data.txt
sample502	Phenotyping				tdf.txt	assay1181		Data transformation	d_data.txt
sample503	Phenotyping				tdf.txt	assay250		Data transformation	d_data.txt
sample504	Phenotyping				tdf.txt	assay449		Data transformation	d_data.txt
sample505	Phenotyping				tdf.txt	assay630		Data transformation	d_data.txt
sample506	Phenotyping				tdf.txt	assay905		Data transformation	d_data.txt
sample507	Phenotyping				tdf.txt	assay345		Data transformation	d_data.txt
sample508	Phenotyping				tdf.txt	assay62		Data transformation	d_data.txt
sample509	Phenotyping				tdf.txt	assay1071		Data transformation	d_data.txt
sample510	Phenotyping				tdf.txt	assay1072		Data transformation	d_data.txt
sample511	Phenotyping				tdf.txt	assay906		Data transformation	d_data.txt
sample512	Phenotyping				tdf.txt	assay631		Data transformation	d_data.txt
sample513	Phenotyping				tdf.txt	assay1182		Data transformation	d_data.txt
sample514	Phenotyping				tdf.txt	assay450		Data transformation	d_data.txt
sample515	Phenotyping				tdf.txt	assay346		Data transformation	d_data.txt
sample516	Phenotyping				tdf.txt	assay63		Data transformation	d_data.txt
sample517	Phenotyping				tdf.txt	assay802		Data transformation	d_data.txt
sample518	Phenotyping				tdf.txt	assay251		Data transformation	d_data.txt
sample519	Phenotyping				tdf.txt	assay907		Data transformation	d_data.txt
sample520	Phenotyping				tdf.txt	assay1073		Data transformation	d_data.txt
sample521	Phenotyping				tdf.txt	assay347		Data transformation	d_data.txt
sample522	Phenotyping				tdf.txt	assay252		Data transformation	d_data.txt
sample523	Phenotyping				tdf.txt	assay64		Data transformation	d_data.txt
sample524	Phenotyping				tdf.txt	assay1183		Data transformation	d_data.txt
sample525	Phenotyping				tdf.txt	assay451		Data transformation	d_data.txt
sample526	Phenotyping				tdf.txt	assay632		Data transformation	d_data.txt
sample527	Phenotyping				tdf.txt	assay803		Data transformation	d_data.txt
sample528	Phenotyping				tdf.txt	assay1184		Data transformation	d_data.txt
sample529	Phenotyping				tdf.txt	assay804		Data transformation	d_data.txt
sample530	Phenotyping				tdf.txt	assay253		Data transformation	d_data.txt
sample531	Phenotyping				tdf.txt	assay1074		Data transformation	d_data.txt
sample532	Phenotyping				tdf.txt	assay908		Data transformation	d_data.txt
sample533	Phenotyping				tdf.txt	assay348		Data transformation	d_data.txt
sample534	Phenotyping				tdf.txt	assay633		Data transformation	d_data.txt
sample535	Phenotyping				tdf.txt	assay65		Data transformation	d_data.txt
sample536	Phenotyping				tdf.txt	assay452		Data transformation	d_data.txt
sample537	Phenotyping				tdf.txt	assay634		Data transformation	d_data.txt
sample538	Phenotyping				tdf.txt	assay453		Data transformation	d_data.txt
sample539	Phenotyping				tdf.txt	assay1185		Data transformation	d_data.txt
sample540	Phenotyping				tdf.txt	assay805		Data transformation	d_data.txt
sample541	Phenotyping				tdf.txt	assay254		Data transformation	d_data.txt
sample542	Phenotyping				tdf.txt	assay909		Data transformation	d_data.txt
sample543	Phenotyping				tdf.txt	assay349		Data transformation	d_data.txt
sample544	Phenotyping				tdf.txt	assay1075		Data transformation	d_data.txt
sample545	Phenotyping				tdf.txt	assay66		Data transformation	d_data.txt
sample546	Phenotyping				tdf.txt	assay910		Data transformation	d_data.txt
sample547	Phenotyping				tdf.txt	assay350		Data transformation	d_data.txt
sample548	Phenotyping				tdf.txt	assay67		Data transformation	d_data.txt
sample549	Phenotyping				tdf.txt	assay1076		Data transformation	d_data.txt
sample550	Phenotyping				tdf.txt	assay806		Data transformation	d_data.txt
sample551	Phenotyping				tdf.txt	assay635		Data transformation	d_data.txt
sample552	Phenotyping				tdf.txt	assay1186		Data transformation	d_data.txt
sample553	Phenotyping				tdf.txt	assay255		Data transformation	d_data.txt
sample554	Phenotyping				tdf.txt	assay454		Data transformation	d_data.txt
sample555	Phenotyping				tdf.txt	assay256		Data transformation	d_data.txt
sample556	Phenotyping				tdf.txt	assay1187		Data transformation	d_data.txt
sample557	Phenotyping				tdf.txt	assay636		Data transformation	d_data.txt
sample558	Phenotyping				tdf.txt	assay807		Data transformation	d_data.txt
sample559	Phenotyping				tdf.txt	assay911		Data transformation	d_data.txt
sample560	Phenotyping				tdf.txt	assay455		Data transformation	d_data.txt
sample561	Phenotyping				tdf.txt	assay351		Data transformation	d_data.txt
sample562	Phenotyping				tdf.txt	assay68		Data transformation	d_data.txt
sample563	Phenotyping				tdf.txt	assay1077		Data transformation	d_data.txt
sample564	Phenotyping				tdf.txt	assay257		Data transformation	d_data.txt
sample565	Phenotyping				tdf.txt	assay352		Data transformation	d_data.txt
sample566	Phenotyping				tdf.txt	assay808		Data transformation	d_data.txt
sample567	Phenotyping				tdf.txt	assay637		Data transformation	d_data.txt
sample568	Phenotyping				tdf.txt	assay69		Data transformation	d_data.txt
sample569	Phenotyping				tdf.txt	assay912		Data transformation	d_data.txt
sample570	Phenotyping				tdf.txt	assay456		Data transformation	d_data.txt
sample571	Phenotyping				tdf.txt	assay1078		Data transformation	d_data.txt
sample572	Phenotyping				tdf.txt	assay1188		Data transformation	d_data.txt
sample573	Phenotyping				tdf.txt	assay638		Data transformation	d_data.txt
sample574	Phenotyping				tdf.txt	assay1189		Data transformation	d_data.txt
sample575	Phenotyping				tdf.txt	assay809		Data transformation	d_data.txt
sample576	Phenotyping				tdf.txt	assay913		Data transformation	d_data.txt
sample577	Phenotyping				tdf.txt	assay70		Data transformation	d_data.txt
sample578	Phenotyping				tdf.txt	assay457		Data transformation	d_data.txt
sample579	Phenotyping				tdf.txt	assay258		Data transformation	d_data.txt
sample580	Phenotyping				tdf.txt	assay1079		Data transformation	d_data.txt
sample581	Phenotyping				tdf.txt	assay353		Data transformation	d_data.txt
sample582	Phenotyping				tdf.txt	assay458		Data transformation	d_data.txt
sample583	Phenotyping				tdf.txt	assay914		Data transformation	d_data.txt
sample584	Phenotyping				tdf.txt	assay259		Data transformation	d_data.txt
sample585	Phenotyping				tdf.txt	assay1080		Data transformation	d_data.txt
sample586	Phenotyping				tdf.txt	assay810		Data transformation	d_data.txt
sample587	Phenotyping				tdf.txt	assay639		Data transformation	d_data.txt
sample588	Phenotyping				tdf.txt	assay71		Data transformation	d_data.txt
sample589	Phenotyping				tdf.txt	assay354		Data transformation	d_data.txt
sample590	Phenotyping				tdf.txt	assay1190		Data transformation	d_data.txt
sample591	Phenotyping				tdf.txt	assay260		Data transformation	d_data.txt
sample592	Phenotyping				tdf.txt	assay811		Data transformation	d_data.txt
sample593	Phenotyping				tdf.txt	assay1191		Data transformation	d_data.txt
sample594	Phenotyping				tdf.txt	assay1081		Data transformation	d_data.txt
sample595	Phenotyping				tdf.txt	assay459		Data transformation	d_data.txt
sample596	Phenotyping				tdf.txt	assay915		Data transformation	d_data.txt
sample597	Phenotyping				tdf.txt	assay640		Data transformation	d_data.txt
sample598	Phenotyping				tdf.txt	assay355		Data transformation	d_data.txt
sample599	Phenotyping				tdf.txt	assay72		Data transformation	d_data.txt
sample600	Phenotyping				tdf.txt	assay356		Data transformation	d_data.txt
sample601	Phenotyping				tdf.txt	assay916		Data transformation	d_data.txt
sample602	Phenotyping				tdf.txt	assay1192		Data transformation	d_data.txt
sample603	Phenotyping				tdf.txt	assay812		Data transformation	d_data.txt
sample604	Phenotyping				tdf.txt	assay261		Data transformation	d_data.txt
sample605	Phenotyping				tdf.txt	assay641		Data transformation	d_data.txt
sample606	Phenotyping				tdf.txt	assay73		Data transformation	d_data.txt
sample607	Phenotyping				tdf.txt	assay460		Data transformation	d_data.txt
sample608	Phenotyping				tdf.txt	assay1193		Data transformation	d_data.txt
sample609	Phenotyping				tdf.txt	assay74		Data transformation	d_data.txt
sample610	Phenotyping				tdf.txt	assay813		Data transformation	d_data.txt
sample611	Phenotyping				tdf.txt	assay357		Data transformation	d_data.txt
sample612	Phenotyping				tdf.txt	assay461		Data transformation	d_data.txt
sample613	Phenotyping				tdf.txt	assay642		Data transformation	d_data.txt
sample614	Phenotyping				tdf.txt	assay917		Data transformation	d_data.txt
sample615	Phenotyping				tdf.txt	assay262		Data transformation	d_data.txt
sample616	Phenotyping				tdf.txt	assay1083		Data transformation	d_data.txt
sample617	Phenotyping				tdf.txt	assay814		Data transformation	d_data.txt
sample618	Phenotyping				tdf.txt	assay643		Data transformation	d_data.txt
sample619	Phenotyping				tdf.txt	assay918		Data transformation	d_data.txt
sample620	Phenotyping				tdf.txt	assay75		Data transformation	d_data.txt
sample621	Phenotyping				tdf.txt	assay462		Data transformation	d_data.txt
sample622	Phenotyping				tdf.txt	assay1084		Data transformation	d_data.txt
sample623	Phenotyping				tdf.txt	assay358		Data transformation	d_data.txt
sample624	Phenotyping				tdf.txt	assay263		Data transformation	d_data.txt
sample625	Phenotyping				tdf.txt	assay463		Data transformation	d_data.txt
sample626	Phenotyping				tdf.txt	assay815		Data transformation	d_data.txt
sample627	Phenotyping				tdf.txt	assay76		Data transformation	d_data.txt
sample628	Phenotyping				tdf.txt	assay359		Data transformation	d_data.txt
sample629	Phenotyping				tdf.txt	assay644		Data transformation	d_data.txt
sample630	Phenotyping				tdf.txt	assay919		Data transformation	d_data.txt
sample631	Phenotyping				tdf.txt	assay1085		Data transformation	d_data.txt
sample632	Phenotyping				tdf.txt	assay264		Data transformation	d_data.txt
sample633	Phenotyping				tdf.txt	assay1194		Data transformation	d_data.txt
sample634	Phenotyping				tdf.txt	assay645		Data transformation	d_data.txt
sample635	Phenotyping				tdf.txt	assay464		Data transformation	d_data.txt
sample636	Phenotyping				tdf.txt	assay816		Data transformation	d_data.txt
sample637	Phenotyping				tdf.txt	assay1086		Data transformation	d_data.txt
sample638	Phenotyping				tdf.txt	assay77		Data transformation	d_data.txt
sample639	Phenotyping				tdf.txt	assay360		Data transformation	d_data.txt
sample640	Phenotyping				tdf.txt	assay920		Data transformation	d_data.txt
sample641	Phenotyping				tdf.txt	assay265		Data transformation	d_data.txt
sample642	Phenotyping				tdf.txt	assay1195		Data transformation	d_data.txt
sample643	Phenotyping				tdf.txt	assay361		Data transformation	d_data.txt
sample644	Phenotyping				tdf.txt	assay817		Data transformation	d_data.txt
sample645	Phenotyping				tdf.txt	assay465		Data transformation	d_data.txt
sample646	Phenotyping				tdf.txt	assay921		Data transformation	d_data.txt
sample647	Phenotyping				tdf.txt	assay646		Data transformation	d_data.txt
sample648	Phenotyping				tdf.txt	assay1087		Data transformation	d_data.txt
sample649	Phenotyping				tdf.txt	assay1196		Data transformation	d_data.txt
sample650	Phenotyping				tdf.txt	assay78		Data transformation	d_data.txt
sample651	Phenotyping				tdf.txt	assay266		Data transformation	d_data.txt
sample652	Phenotyping				tdf.txt	assay267		Data transformation	d_data.txt
sample653	Phenotyping				tdf.txt	assay362		Data transformation	d_data.txt
sample654	Phenotyping				tdf.txt	assay466		Data transformation	d_data.txt
sample655	Phenotyping				tdf.txt	assay1088		Data transformation	d_data.txt
sample656	Phenotyping				tdf.txt	assay922		Data transformation	d_data.txt
sample657	Phenotyping				tdf.txt	assay647		Data transformation	d_data.txt
sample658	Phenotyping				tdf.txt	assay1197		Data transformation	d_data.txt
sample659	Phenotyping				tdf.txt	assay79		Data transformation	d_data.txt
sample660	Phenotyping				tdf.txt	assay818		Data transformation	d_data.txt
sample661	Phenotyping				tdf.txt	assay648		Data transformation	d_data.txt
sample662	Phenotyping				tdf.txt	assay819		Data transformation	d_data.txt
sample663	Phenotyping				tdf.txt	assay80		Data transformation	d_data.txt
sample664	Phenotyping				tdf.txt	assay363		Data transformation	d_data.txt
sample665	Phenotyping				tdf.txt	assay467		Data transformation	d_data.txt
sample666	Phenotyping				tdf.txt	assay1089		Data transformation	d_data.txt
sample667	Phenotyping				tdf.txt	assay923		Data transformation	d_data.txt
sample668	Phenotyping				tdf.txt	assay1198		Data transformation	d_data.txt
sample669	Phenotyping				tdf.txt	assay268		Data transformation	d_data.txt
sample670	Phenotyping				tdf.txt	assay269		Data transformation	d_data.txt
sample671	Phenotyping				tdf.txt	assay1090		Data transformation	d_data.txt
sample672	Phenotyping				tdf.txt	assay468		Data transformation	d_data.txt
sample673	Phenotyping				tdf.txt	assay81		Data transformation	d_data.txt
sample674	Phenotyping				tdf.txt	assay820		Data transformation	d_data.txt
sample675	Phenotyping				tdf.txt	assay649		Data transformation	d_data.txt
sample676	Phenotyping				tdf.txt	assay364		Data transformation	d_data.txt
sample677	Phenotyping				tdf.txt	assay924		Data transformation	d_data.txt
sample678	Phenotyping				tdf.txt	assay1199		Data transformation	d_data.txt
sample679	Phenotyping				tdf.txt	assay821		Data transformation	d_data.txt
sample680	Phenotyping				tdf.txt	assay270		Data transformation	d_data.txt
sample681	Phenotyping				tdf.txt	assay1091		Data transformation	d_data.txt
sample682	Phenotyping				tdf.txt	assay469		Data transformation	d_data.txt
sample683	Phenotyping				tdf.txt	assay82		Data transformation	d_data.txt
sample684	Phenotyping				tdf.txt	assay365		Data transformation	d_data.txt
sample685	Phenotyping				tdf.txt	assay925		Data transformation	d_data.txt
sample686	Phenotyping				tdf.txt	assay650		Data transformation	d_data.txt
sample687	Phenotyping				tdf.txt	assay1200		Data transformation	d_data.txt
sample688	Phenotyping				tdf.txt	assay470		Data transformation	d_data.txt
sample689	Phenotyping				tdf.txt	assay651		Data transformation	d_data.txt
sample690	Phenotyping				tdf.txt	assay926		Data transformation	d_data.txt
sample691	Phenotyping				tdf.txt	assay271		Data transformation	d_data.txt
sample692	Phenotyping				tdf.txt	assay83		Data transformation	d_data.txt
sample693	Phenotyping				tdf.txt	assay1092		Data transformation	d_data.txt
sample694	Phenotyping				tdf.txt	assay366		Data transformation	d_data.txt
sample695	Phenotyping				tdf.txt	assay822		Data transformation	d_data.txt
sample696	Phenotyping				tdf.txt	assay927		Data transformation	d_data.txt
sample697	Phenotyping				tdf.txt	assay652		Data transformation	d_data.txt
sample698	Phenotyping				tdf.txt	assay1093		Data transformation	d_data.txt
sample699	Phenotyping				tdf.txt	assay823		Data transformation	d_data.txt
sample700	Phenotyping				tdf.txt	assay471		Data transformation	d_data.txt
sample701	Phenotyping				tdf.txt	assay367		Data transformation	d_data.txt
sample702	Phenotyping				tdf.txt	assay272		Data transformation	d_data.txt
sample703	Phenotyping				tdf.txt	assay84		Data transformation	d_data.txt
sample704	Phenotyping				tdf.txt	assay1094		Data transformation	d_data.txt
sample705	Phenotyping				tdf.txt	assay928		Data transformation	d_data.txt
sample706	Phenotyping				tdf.txt	assay368		Data transformation	d_data.txt
sample707	Phenotyping				tdf.txt	assay653		Data transformation	d_data.txt
sample708	Phenotyping				tdf.txt	assay85		Data transformation	d_data.txt
sample709	Phenotyping				tdf.txt	assay273		Data transformation	d_data.txt
sample710	Phenotyping				tdf.txt	assay1201		Data transformation	d_data.txt
sample711	Phenotyping				tdf.txt	assay472		Data transformation	d_data.txt
sample712	Phenotyping				tdf.txt	assay824		Data transformation	d_data.txt
sample713	Phenotyping				tdf.txt	assay274		Data transformation	d_data.txt
sample714	Phenotyping				tdf.txt	assay1095		Data transformation	d_data.txt
sample715	Phenotyping				tdf.txt	assay825		Data transformation	d_data.txt
sample716	Phenotyping				tdf.txt	assay929		Data transformation	d_data.txt
sample717	Phenotyping				tdf.txt	assay86		Data transformation	d_data.txt
sample718	Phenotyping				tdf.txt	assay473		Data transformation	d_data.txt
sample719	Phenotyping				tdf.txt	assay1202		Data transformation	d_data.txt
sample720	Phenotyping				tdf.txt	assay369		Data transformation	d_data.txt
sample721	Phenotyping				tdf.txt	assay654		Data transformation	d_data.txt
sample722	Phenotyping				tdf.txt	assay930		Data transformation	d_data.txt
sample723	Phenotyping				tdf.txt	assay1096		Data transformation	d_data.txt
sample724	Phenotyping				tdf.txt	assay474		Data transformation	d_data.txt
sample725	Phenotyping				tdf.txt	assay87		Data transformation	d_data.txt
sample726	Phenotyping				tdf.txt	assay655		Data transformation	d_data.txt
sample727	Phenotyping				tdf.txt	assay1097		Data transformation	d_data.txt
sample728	Phenotyping				tdf.txt	assay88		Data transformation	d_data.txt
sample729	Phenotyping				tdf.txt	assay89		Data transformation	d_data.txt
sample730	Phenotyping				tdf.txt	assay931		Data transformation	d_data.txt
sample731	Phenotyping				tdf.txt	assay656		Data transformation	d_data.txt
sample732	Phenotyping				tdf.txt	assay90		Data transformation	d_data.txt
sample733	Phenotyping				tdf.txt	assay475		Data transformation	d_data.txt
sample734	Phenotyping				tdf.txt	assay91		Data transformation	d_data.txt
sample735	Phenotyping				tdf.txt	assay92		Data transformation	d_data.txt
sample736	Phenotyping				tdf.txt	assay932		Data transformation	d_data.txt
sample737	Phenotyping				tdf.txt	assay476		Data transformation	d_data.txt
sample738	Phenotyping				tdf.txt	assay93		Data transformation	d_data.txt
sample739	Phenotyping				tdf.txt	assay657		Data transformation	d_data.txt
sample740	Phenotyping				tdf.txt	assay94		Data transformation	d_data.txt
sample741	Phenotyping				tdf.txt	assay95		Data transformation	d_data.txt
sample742	Phenotyping				tdf.txt	assay96		Data transformation	d_data.txt
sample743	Phenotyping				tdf.txt	assay97		Data transformation	d_data.txt
sample744	Phenotyping				tdf.txt	assay98		Data transformation	d_data.txt
sample745	Phenotyping				tdf.txt	assay99		Data transformation	d_data.txt
sample746	Phenotyping				tdf.txt	assay100		Data transformation	d_data.txt
sample747	Phenotyping				tdf.txt	assay1098		Data transformation	d_data.txt
sample748	Phenotyping				tdf.txt	assay101		Data transformation	d_data.txt
sample749	Phenotyping				tdf.txt	assay658		Data transformation	d_data.txt
sample750	Phenotyping				tdf.txt	assay477		Data transformation	d_data.txt
sample751	Phenotyping				tdf.txt	assay933		Data transformation	d_data.txt
sample752	Phenotyping				tdf.txt	assay102		Data transformation	d_data.txt
sample753	Phenotyping				tdf.txt	assay103		Data transformation	d_data.txt
sample754	Phenotyping				tdf.txt	assay934		Data transformation	d_data.txt
sample755	Phenotyping				tdf.txt	assay659		Data transformation	d_data.txt
sample756	Phenotyping				tdf.txt	assay104		Data transformation	d_data.txt
sample757	Phenotyping				tdf.txt	assay478		Data transformation	d_data.txt
sample758	Phenotyping				tdf.txt	assay105		Data transformation	d_data.txt
sample759	Phenotyping				tdf.txt	assay1099		Data transformation	d_data.txt
sample760	Phenotyping				tdf.txt	assay106		Data transformation	d_data.txt
sample761	Phenotyping				tdf.txt	assay107		Data transformation	d_data.txt
sample762	Phenotyping				tdf.txt	assay275		Data transformation	d_data.txt
sample763	Phenotyping				tdf.txt	assay370		Data transformation	d_data.txt
sample764	Phenotyping				tdf.txt	assay935		Data transformation	d_data.txt
sample765	Phenotyping				tdf.txt	assay660		Data transformation	d_data.txt
sample766	Phenotyping				tdf.txt	assay108		Data transformation	d_data.txt
sample767	Phenotyping				tdf.txt	assay1100		Data transformation	d_data.txt
sample768	Phenotyping				tdf.txt	assay479		Data transformation	d_data.txt
sample769	Phenotyping				tdf.txt	assay826		Data transformation	d_data.txt
sample770	Phenotyping				tdf.txt	assay1203		Data transformation	d_data.txt
sample771	Phenotyping				tdf.txt	assay109		Data transformation	d_data.txt
sample772	Phenotyping				tdf.txt	assay110		Data transformation	d_data.txt
sample773	Phenotyping				tdf.txt	assay936		Data transformation	d_data.txt
sample774	Phenotyping				tdf.txt	assay480		Data transformation	d_data.txt
sample775	Phenotyping				tdf.txt	assay661		Data transformation	d_data.txt
sample776	Phenotyping				tdf.txt	assay111		Data transformation	d_data.txt
sample777	Phenotyping				tdf.txt	assay371		Data transformation	d_data.txt
sample778	Phenotyping				tdf.txt	assay1101		Data transformation	d_data.txt
sample779	Phenotyping				tdf.txt	assay662		Data transformation	d_data.txt
sample780	Phenotyping				tdf.txt	assay1204		Data transformation	d_data.txt
sample781	Phenotyping				tdf.txt	assay481		Data transformation	d_data.txt
sample782	Phenotyping				tdf.txt	assay937		Data transformation	d_data.txt
sample783	Phenotyping				tdf.txt	assay276		Data transformation	d_data.txt
sample784	Phenotyping				tdf.txt	assay827		Data transformation	d_data.txt
sample785	Phenotyping				tdf.txt	assay112		Data transformation	d_data.txt
sample786	Phenotyping				tdf.txt	assay938		Data transformation	d_data.txt
sample787	Phenotyping				tdf.txt	assay1102		Data transformation	d_data.txt
sample788	Phenotyping				tdf.txt	assay1205		Data transformation	d_data.txt
